_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
684346752ccfd5e865877724,Iniciando em programação,livros,71.45,1.3889366159,2023-03-08,Isabella Pereira,SP,5,cartao_debito,1,-22.19,-48.79
684346752ccfd5e865877727,Tablet ABXY,eletronicos,1507.11,77.8335125711,2023-03-08,Mariana Ferreira,PR,5,cartao_credito,1,-24.89,-51.55
684346752ccfd5e86587772a,Secadora de roupas,eletrodomesticos,1613.8,83.5144341045,2023-03-08,Mariana Ferreira,MS,1,cartao_credito,4,-20.51,-54.54
684346752ccfd5e86587772b,Bicicleta,esporte e lazer,685.51,34.0857842756,2023-03-08,Camila Ribeiro,RS,1,cartao_credito,8,-30.17,-53.5
684346752ccfd5e86587772c,Lava louças,eletrodomesticos,1709.08,97.3829827626,2023-03-08,Bruno Rodrigues,SP,4,cartao_credito,10,-22.19,-48.79
684346752ccfd5e86587773d,Pandeiro,instrumentos musicais,110.03,6.3898710105,2021-04-08,Pedro Gomes,MG,5,cartao_credito,6,-18.1,-44.38
684346752ccfd5e865877749,Bola de vôlei,esporte e lazer,57.85,0.0,2022-04-08,Mariana Ferreira,MA,4,cartao_credito,3,-5.42,-45.44
684346752ccfd5e86587785c,Fogão,eletrodomesticos,603.28,33.5219604368,2023-03-09,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
684346752ccfd5e865877865,Lavadora de roupas,eletrodomesticos,1727.98,95.1735528613,2021-04-09,João Souza,RJ,5,cartao_credito,6,-22.25,-42.66
684346752ccfd5e865877866,Smartwatch,eletronicos,208.92,8.7088005507,2021-04-09,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877867,Lavadora de roupas,eletrodomesticos,1989.86,103.5384977642,2021-04-09,Camila Ribeiro,BA,5,cartao_credito,10,-13.29,-41.71
684346752ccfd5e86587786b,Cama king,moveis,725.95,36.2390926157,2021-04-09,Isabella Pereira,SP,3,boleto,1,-22.19,-48.79
684346752ccfd5e865877878,Copo térmico,esporte e lazer,51.03,3.0003198899,2021-05-09,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
684346752ccfd5e865877879,Jogo de tabuleiro,brinquedos,181.69,10.2055504283,2021-05-09,Felipe Santos,PR,4,cupom,1,-24.89,-51.55
684346752ccfd5e86587787a,Dinossauro Rex,brinquedos,22.31,0.0,2021-05-09,Isabella Pereira,DF,5,cartao_credito,8,-15.83,-47.86
684346752ccfd5e86587787c,Lavadora de roupas,eletrodomesticos,2019.99,107.8415164633,2021-05-09,João Souza,RS,4,boleto,1,-30.17,-53.5
684346752ccfd5e865877883,Carrinho controle remoto,brinquedos,89.21,2.3346031867,2022-05-09,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
684346752ccfd5e865877884,Pandeiro,instrumentos musicais,61.65,3.5658029406,2022-05-09,João Souza,RJ,3,cartao_credito,4,-22.25,-42.66
684346752ccfd5e865877885,Smart TV,eletronicos,1966.77,105.0077115706,2022-05-09,Rafael Costa,MT,5,cartao_credito,1,-12.64,-55.42
684346752ccfd5e865877890,Dinossauro Rex,brinquedos,28.17,0.0,2022-06-09,Rafael Costa,SC,5,boleto,1,-27.45,-50.95
684346752ccfd5e865877891,Lavadora de roupas,eletrodomesticos,1639.33,84.8738298,2022-06-09,Mariana Ferreira,RJ,4,boleto,1,-22.25,-42.66
684346752ccfd5e865877892,Jogo de copos,utilidades domesticas,46.35,11.5623844255,2022-06-09,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
684346752ccfd5e865877893,Guitarra,instrumentos musicais,890.28,44.9891707447,2022-06-09,Bianca Santos,RJ,1,cartao_credito,3,-22.25,-42.66
684346752ccfd5e8658778a5,Cômoda,moveis,338.37,25.8191941641,2021-07-09,Felipe Santos,SP,5,cartao_credito,6,-22.19,-48.79
684346752ccfd5e8658778aa,Guitarra,instrumentos musicais,1236.9,66.3923084306,2021-07-09,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e8658778ac,Bateria,instrumentos musicais,654.5,35.7385711748,2021-07-09,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e8658778ad,Jogo de tabuleiro,brinquedos,341.95,18.7389133015,2022-07-09,Juliana Costa,SC,5,boleto,1,-27.45,-50.95
684346752ccfd5e8658778ae,Cubo mágico 8x8,brinquedos,13.34,3.8741311907,2022-07-09,João Souza,RJ,3,cartao_credito,3,-22.25,-42.66
684346752ccfd5e8658778af,Faqueiro,utilidades domesticas,72.79,13.4567920525,2022-07-09,Camila Ribeiro,BA,1,cartao_credito,7,-13.29,-41.71
684346752ccfd5e8658778b2,Dinossauro Rex,brinquedos,21.43,1.4242089386,2022-07-09,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e8658778b9,Ciência de dados com python,livros,91.53,11.1156325274,2021-08-09,Mariana Ferreira,PE,5,cartao_credito,1,-8.38,-37.86
684346752ccfd5e8658778c4,Iniciando em programação,livros,55.68,0.0,2022-08-09,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
684346752ccfd5e8658778d1,Cama king,moveis,1190.9,63.7006191042,2021-09-09,Rafael Costa,MG,1,boleto,1,-18.1,-44.38
684346752ccfd5e8658778d4,Corda de pular,esporte e lazer,30.16,0.0,2021-09-09,Bruno Rodrigues,ES,5,boleto,1,-19.19,-40.34
684346752ccfd5e8658778d5,Cama king,moveis,1044.87,58.800000432,2021-09-09,Lucas Oliveira,RJ,5,cupom,1,-22.25,-42.66
684346752ccfd5e8658778d6,Lavadora de roupas,eletrodomesticos,1793.03,98.6372696647,2022-09-09,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
684346752ccfd5e8658778db,Mesa de jantar,moveis,337.37,15.5483766212,2022-09-09,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e8658778df,Impressora,eletronicos,397.96,21.4732986844,2022-09-09,Isabella Pereira,SP,4,cartao_credito,3,-22.19,-48.79
684346752ccfd5e8658778e7,Violão,instrumentos musicais,446.53,24.7162269896,2021-10-09,João Souza,BA,3,cartao_credito,4,-13.29,-41.71
684346752ccfd5e8658778e9,Cubo mágico 8x8,brinquedos,28.42,0.0,2021-10-09,Isabella Pereira,RJ,4,boleto,1,-22.25,-42.66
684346752ccfd5e8658778ef,Xadrez de madeira,brinquedos,37.51,5.1611109775,2022-10-09,Pedro Gomes,PR,4,cartao_credito,5,-24.89,-51.55
684346752ccfd5e8658778f0,Lavadora de roupas,eletrodomesticos,1791.33,92.9673725226,2022-10-09,Bruno Rodrigues,MG,1,cartao_credito,8,-18.1,-44.38
684346752ccfd5e8658778f1,Pandeiro,instrumentos musicais,97.21,2.7605791195,2022-10-09,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
684346752ccfd5e8658778fb,Impressora,eletronicos,441.87,21.112687243,2021-11-09,Mariana Ferreira,SP,5,cartao_credito,6,-22.19,-48.79
684346752ccfd5e86587791b,Carrinho controle remoto,brinquedos,106.51,3.2557761413,2022-12-09,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e86587791d,Jogo de panelas,utilidades domesticas,197.23,11.0281691421,2022-12-09,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
684346752ccfd5e86587792c,Modelagem preditiva,livros,91.2,2.4405647,2021-01-10,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e86587775c,Cômoda,moveis,360.74,28.7892632827,2022-05-08,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e86587775d,Carrinho controle remoto,brinquedos,111.8,3.5374527269,2022-05-08,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
684346752ccfd5e86587776c,Lavadora de roupas,eletrodomesticos,1999.36,106.9861701075,2021-06-08,Pedro Gomes,MG,1,boleto,1,-18.1,-44.38
684346752ccfd5e865877771,Faqueiro,utilidades domesticas,45.04,0.0,2022-06-08,Rafael Costa,SP,1,cartao_credito,6,-22.19,-48.79
684346752ccfd5e865877783,TV Led UHD 4K,eletronicos,3866.36,203.4564774947,2021-07-08,Larissa Alves,SP,1,cartao_credito,6,-22.19,-48.79
684346752ccfd5e865877784,Sofá retrátil,moveis,906.95,45.8767980947,2021-07-08,Juliana Costa,SP,5,cartao_credito,7,-22.19,-48.79
684346752ccfd5e865877785,Smartwatch,eletronicos,213.47,12.0536474466,2021-07-08,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e86587778d,Lava louças,eletrodomesticos,1540.14,79.5922607035,2022-07-08,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
684346752ccfd5e86587778e,Cadeira de escritório,moveis,351.53,16.3023540222,2022-07-08,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
684346752ccfd5e86587778f,Jogo de copos,utilidades domesticas,47.66,0.0,2022-07-08,Pedro Gomes,SC,5,boleto,1,-27.45,-50.95
684346752ccfd5e86587779a,Carrinho controle remoto,brinquedos,85.12,2.1168229911,2021-08-08,Camila Ribeiro,RS,4,boleto,1,-30.17,-53.5
684346752ccfd5e8658777a9,Kit banquetas,moveis,327.02,17.943935717,2021-09-08,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e8658777ab,Smartwatch,eletronicos,279.5,12.4669732176,2021-09-08,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
684346752ccfd5e8658777b0,Violão,instrumentos musicais,264.18,14.597894765,2021-09-08,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e8658777b1,Fogão,eletrodomesticos,752.25,37.6394884947,2021-09-08,Mariana Ferreira,RJ,1,cartao_credito,1,-22.25,-42.66
684346752ccfd5e8658777b2,Carrinho controle remoto,brinquedos,115.78,6.8519488376,2021-09-08,Lucas Oliveira,PR,5,boleto,1,-24.89,-51.55
684346752ccfd5e8658777b3,Bateria,instrumentos musicais,975.92,49.5492431051,2022-09-08,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
684346752ccfd5e8658777d4,Dinossauro Rex,brinquedos,26.36,13.0496189021,2021-11-08,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
684346752ccfd5e8658777d5,Jogo de copos,utilidades domesticas,52.13,3.306870197,2021-11-08,João Souza,CE,5,boleto,1,-5.2,-39.53
684346752ccfd5e8658777d9,Bateria,instrumentos musicais,545.02,26.6051144262,2022-11-08,Juliana Costa,CE,2,boleto,1,-5.2,-39.53
684346752ccfd5e8658777de,Violão,instrumentos musicais,273.66,14.854697629,2022-11-08,Beatriz Moraes,SP,1,cartao_credito,5,-22.19,-48.79
684346752ccfd5e8658777ef,Boneca bebê,brinquedos,61.36,3.5560122166,2021-12-08,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
684346752ccfd5e8658777f2,Poltrona,moveis,270.67,11.9968022818,2022-12-08,Bianca Santos,ES,5,cartao_credito,2,-19.19,-40.34
684346752ccfd5e8658777f5,Celular ABXY,eletronicos,1306.95,70.2781678174,2022-12-08,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
684346752ccfd5e8658777f9,Jogo de tabuleiro,brinquedos,153.62,8.4629287577,2021-01-09,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
684346752ccfd5e8658777fd,Smart TV,eletronicos,1772.43,91.9610043814,2021-01-09,Camila Ribeiro,RJ,4,cartao_credito,2,-22.25,-42.66
684346752ccfd5e8658777fe,Mochila,esporte e lazer,130.62,4.5395611087,2021-01-09,Bianca Santos,RJ,5,cupom,1,-22.25,-42.66
684346752ccfd5e865877800,TV Led UHD 4K,eletronicos,2389.37,127.7578688356,2022-01-09,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e865877801,TV Led UHD 4K,eletronicos,2522.26,143.8837005579,2022-01-09,Beatriz Moraes,SP,3,cartao_credito,5,-22.19,-48.79
684346752ccfd5e86587780b,Bola de vôlei,esporte e lazer,51.57,0.0,2023-01-09,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877817,Bateria,instrumentos musicais,1176.74,62.9466417032,2021-02-09,Larissa Alves,RS,5,cartao_credito,4,-30.17,-53.5
684346752ccfd5e86587781c,Mochila,esporte e lazer,110.0,6.3882736007,2021-02-09,Lucas Oliveira,SP,3,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877824,Jogo de panelas,utilidades domesticas,218.94,12.1890008652,2022-02-09,Pedro Gomes,RJ,4,cupom,1,-22.25,-42.66
684346752ccfd5e865877825,Ciência de dados com python,livros,78.93,1.7872241131,2022-02-09,Lucas Oliveira,DF,5,cartao_credito,1,-15.83,-47.86
684346752ccfd5e865877826,Lava louças,eletrodomesticos,1787.51,92.7639690147,2022-02-09,Thiago Silva,SP,1,cartao_credito,6,-22.19,-48.79
684346752ccfd5e865877828,Copo térmico,esporte e lazer,87.36,2.2360962522,2022-02-09,João Souza,SP,5,cartao_credito,6,-22.19,-48.79
684346752ccfd5e865877829,Bateria,instrumentos musicais,981.47,49.8447639084,2022-02-09,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e86587782c,Iniciando em programação,livros,40.63,2.6945297937,2023-02-09,Mariana Ferreira,MG,3,cartao_credito,10,-18.1,-44.38
684346752ccfd5e86587782d,Fone de ouvido,eletronicos,183.28,10.6989564519,2023-02-09,Bruno Rodrigues,MG,1,cartao_credito,10,-18.1,-44.38
684346752ccfd5e865877831,Sofá retrátil,moveis,898.17,45.4092895084,2023-02-09,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e86587783f,Geladeira,eletrodomesticos,3142.19,164.8966035904,2021-03-09,Bruno Rodrigues,RS,5,boleto,1,-30.17,-53.5
684346752ccfd5e865877842,Bola de vôlei,esporte e lazer,78.27,4.6987465574,2021-03-09,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
684346752ccfd5e86587792d,Bola de basquete,esporte e lazer,91.72,14.4647576034,2021-01-10,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
684346752ccfd5e86587792e,Corda de pular,esporte e lazer,27.95,2.0193579402,2021-01-10,João Souza,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e865877931,Copo térmico,esporte e lazer,63.51,3.664842345,2022-01-10,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877932,Sofá retrátil,moveis,931.72,50.1423915352,2022-01-10,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e865877933,Lavadora de roupas,eletrodomesticos,1968.66,102.4096615424,2022-01-10,Camila Ribeiro,SP,4,cartao_credito,10,-22.19,-48.79
684346752ccfd5e865877938,Cama king,moveis,1087.84,55.5086464045,2023-01-10,Felipe Santos,SC,5,cartao_credito,2,-27.45,-50.95
684346752ccfd5e86587793b,Boneca bebê,brinquedos,79.24,1.8037306805,2023-01-10,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e865877943,Bicicleta,esporte e lazer,330.56,18.1324300672,2021-02-10,Lucas Oliveira,RN,5,cartao_credito,3,-5.81,-36.59
684346752ccfd5e865877944,Jogo de copos,utilidades domesticas,45.82,2.7285539671,2021-02-10,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
684346752ccfd5e865877946,Lava louças,eletrodomesticos,1774.54,95.0200209924,2021-02-10,Juliana Costa,SP,4,cartao_credito,8,-22.19,-48.79
684346752ccfd5e865877949,Ciência de dados com python,livros,88.38,4.9947459295,2021-02-10,Bruno Rodrigues,ES,5,boleto,1,-19.19,-40.34
684346752ccfd5e86587794b,Cama king,moveis,677.19,43.856381348,2021-02-10,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
684346752ccfd5e86587794e,Bicicleta,esporte e lazer,319.37,14.5899307725,2022-02-10,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877950,Faqueiro,utilidades domesticas,63.18,12.9450884633,2022-02-10,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e865877951,Panela de pressão,utilidades domesticas,96.77,2.7371504432,2022-02-10,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
684346752ccfd5e865877952,Assistente virtual,eletronicos,195.86,13.5927720968,2022-02-10,Mariana Ferreira,MG,5,cupom,1,-18.1,-44.38
684346752ccfd5e865877957,Bola de vôlei,esporte e lazer,60.57,0.0,2023-02-10,Isabella Pereira,MG,5,cupom,1,-18.1,-44.38
684346752ccfd5e86587796c,Cadeira de escritório,moveis,523.49,28.163044443,2021-03-10,Camila Ribeiro,PR,3,cartao_credito,4,-24.89,-51.55
684346752ccfd5e865877970,Celular Plus X42,eletronicos,3083.29,170.5555310841,2021-03-10,Isabella Pereira,SP,5,cartao_credito,10,-22.19,-48.79
684346752ccfd5e865877975,Micro-ondas,eletrodomesticos,910.41,49.8757089657,2022-03-10,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
684346752ccfd5e865877977,Smart TV,eletronicos,2037.66,109.0255298857,2022-03-10,Lucas Oliveira,RJ,1,cupom,1,-22.25,-42.66
684346752ccfd5e86587797a,Bola de vôlei,esporte e lazer,60.07,3.7296513103,2022-03-10,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e865877982,Headset,eletronicos,210.37,8.7860086885,2023-03-10,Juliana Costa,PR,4,cartao_credito,10,-24.89,-51.55
684346752ccfd5e86587798c,Celular Plus X42,eletronicos,3140.32,164.7970317161,2021-04-10,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877998,Xadrez de madeira,brinquedos,42.2,2.5357998576,2021-04-10,João Souza,RJ,5,cartao_credito,7,-22.25,-42.66
684346752ccfd5e8658779a3,Dinossauro Rex,brinquedos,29.03,0.0,2022-04-10,Felipe Santos,RJ,4,cartao_credito,3,-22.25,-42.66
684346752ccfd5e8658779b1,Blocos de montar,brinquedos,51.38,3.6756782604,2021-05-10,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e8658779b2,Ciência de dados com python,livros,81.5,1.9240688815,2021-05-10,Camila Ribeiro,GO,5,cartao_credito,2,-15.98,-49.86
684346752ccfd5e8658779b3,Cubo mágico 8x8,brinquedos,21.21,1.4124946005,2021-05-10,Bruno Rodrigues,PR,5,cupom,1,-24.89,-51.55
684346752ccfd5e8658779b5,Corda de pular,esporte e lazer,20.18,1.3633011026,2021-05-10,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
684346752ccfd5e8658779cb,Bicicleta,esporte e lazer,953.99,51.0802234217,2022-06-10,João Souza,RJ,5,cartao_credito,4,-22.25,-42.66
684346752ccfd5e8658779cc,Celular Plus X42,eletronicos,1700.76,90.8434793361,2022-06-10,Mariana Ferreira,RS,3,cartao_credito,5,-30.17,-53.5
684346752ccfd5e8658779e0,Ciência de dados com python,livros,73.49,1.4975604788,2022-07-10,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e8658779e2,Cadeira de escritório,moveis,512.93,24.8964184659,2022-07-10,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
684346752ccfd5e8658779eb,Bola de basquete,esporte e lazer,74.44,4.8521212294,2021-08-10,Bianca Santos,SC,5,boleto,1,-27.45,-50.95
684346752ccfd5e8658779ee,Cômoda,moveis,378.94,17.7618540619,2022-08-10,Camila Ribeiro,GO,5,boleto,1,-15.98,-49.86
684346752ccfd5e8658779f3,Dinossauro Rex,brinquedos,28.41,0.0,2022-08-10,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e8658779f6,Blocos de montar,brinquedos,49.96,0.0,2022-08-10,Larissa Alves,PR,4,boleto,1,-24.89,-51.55
684346752ccfd5e8658779f7,Guarda roupas,moveis,688.44,45.7517452595,2022-08-10,João Souza,RJ,5,cartao_credito,3,-22.25,-42.66
684346752ccfd5e865877a07,Iniciando em programação,livros,70.71,1.3495338422,2021-09-10,Pedro Gomes,MG,1,cartao_credito,3,-18.1,-44.38
684346752ccfd5e865877a09,Xadrez de madeira,brinquedos,35.02,2.3958141708,2022-09-10,Bruno Rodrigues,RS,4,boleto,1,-30.17,-53.5
684346752ccfd5e865877a16,Headset,eletronicos,320.87,17.6164667186,2021-10-10,Thiago Silva,MG,1,boleto,1,-18.1,-44.38
684346752ccfd5e865877a18,Guitarra,instrumentos musicais,870.23,43.9215685632,2021-10-10,Thiago Silva,ES,5,cartao_credito,1,-19.19,-40.34
684346752ccfd5e865877a1a,Panela de pressão,utilidades domesticas,108.25,6.2950913654,2021-10-10,João Souza,MG,5,cartao_credito,8,-18.1,-44.38
684346752ccfd5e865877a20,Jogo de panelas,utilidades domesticas,105.35,6.4979857397,2022-10-10,Camila Ribeiro,PR,2,cartao_credito,8,-24.89,-51.55
684346752ccfd5e865877a30,Bola de basquete,esporte e lazer,93.05,2.5390716344,2021-11-10,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877a31,Blocos de montar,brinquedos,48.05,10.3605275639,2021-11-10,Isabella Pereira,CE,5,cartao_credito,1,-5.2,-39.53
684346752ccfd5e865877a38,Lavadora de roupas,eletrodomesticos,1802.7,107.6343799543,2021-11-10,Rafael Costa,RS,4,cartao_credito,1,-30.17,-53.5
684346752ccfd5e865877845,Copo térmico,esporte e lazer,86.66,4.8975102005,2021-03-09,Mariana Ferreira,SP,1,cupom,1,-22.19,-48.79
684346752ccfd5e86587784a,Micro-ondas,eletrodomesticos,1040.33,55.9255472925,2021-03-09,João Souza,SP,5,boleto,1,-22.19,-48.79
684346752ccfd5e86587784c,Fogão,eletrodomesticos,941.21,51.5157163069,2021-03-09,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
684346752ccfd5e86587784f,Geladeira,eletrodomesticos,2891.26,154.2340228315,2022-03-09,Beatriz Moraes,PR,3,cartao_credito,1,-24.89,-51.55
684346752ccfd5e865877853,Jogo de copos,utilidades domesticas,59.9,3.4726207053,2022-03-09,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
684346752ccfd5e865877855,Sofá retrátil,moveis,900.62,45.5397446379,2022-03-09,Bianca Santos,MG,5,cartao_credito,1,-18.1,-44.38
684346752ccfd5e865877858,Tablet ABXY,eletronicos,2024.76,105.3968177709,2023-03-09,Rafael Costa,SC,5,boleto,1,-27.45,-50.95
684346752ccfd5e865877868,Dashboards com Power BI,livros,51.18,3.4121931805,2021-04-09,Thiago Silva,BA,1,cartao_credito,3,-13.29,-41.71
684346752ccfd5e86587786c,Cadeira de escritório,moveis,381.02,17.8726078044,2021-04-09,Bianca Santos,RJ,1,cartao_credito,2,-22.25,-42.66
684346752ccfd5e865877870,Faqueiro,utilidades domesticas,77.96,1.7355745312,2022-04-09,Felipe Santos,AL,1,boleto,1,-9.62,-36.82
684346752ccfd5e86587787d,Corda de pular,esporte e lazer,24.1,0.0,2021-05-09,Bianca Santos,SC,4,cupom,1,-27.45,-50.95
684346752ccfd5e865877895,Guarda roupas,moveis,602.58,38.3275075827,2022-06-09,Lucas Oliveira,PR,4,cartao_credito,8,-24.89,-51.55
684346752ccfd5e8658778a1,Corda de pular,esporte e lazer,28.67,2.9257065956,2021-07-09,Beatriz Moraes,MT,3,cartao_credito,4,-12.64,-55.42
684346752ccfd5e8658778a3,Modelagem preditiva,livros,95.23,6.4698263563,2021-07-09,Camila Ribeiro,SP,1,cartao_credito,4,-22.19,-48.79
684346752ccfd5e8658778b3,Impressora,eletronicos,446.11,26.9178317438,2022-07-09,Mariana Ferreira,SP,3,cartao_credito,2,-22.19,-48.79
684346752ccfd5e8658778ba,Poltrona,moveis,271.02,12.0154387288,2021-08-09,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e8658778bf,Boneca bebê,brinquedos,77.33,4.6486943853,2022-08-09,Bianca Santos,MG,5,cartao_credito,2,-18.1,-44.38
684346752ccfd5e8658778d0,Cômoda,moveis,378.12,20.4168783711,2021-09-09,Beatriz Moraes,MG,4,cartao_credito,3,-18.1,-44.38
684346752ccfd5e8658778d3,Violão,instrumentos musicais,559.91,37.3691033505,2021-09-09,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
684346752ccfd5e8658778dd,Fogão,eletrodomesticos,1105.95,56.4729494223,2022-09-09,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
684346752ccfd5e8658778de,Guarda roupas,moveis,606.36,32.8131108139,2022-09-09,Mariana Ferreira,GO,5,cartao_credito,1,-15.98,-49.86
684346752ccfd5e8658778ea,Cubo mágico 8x8,brinquedos,25.77,5.8522136853,2021-10-09,João Souza,RJ,5,cartao_credito,3,-22.25,-42.66
684346752ccfd5e8658778eb,Celular Plus X42,eletronicos,3075.16,161.3274577437,2021-10-09,Beatriz Moraes,SP,4,cartao_credito,10,-22.19,-48.79
684346752ccfd5e8658778ed,Pandeiro,instrumentos musicais,56.3,0.0,2022-10-09,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
684346752ccfd5e8658778fc,Cadeira de escritório,moveis,481.5,26.3254386042,2021-11-09,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877901,Cômoda,moveis,342.67,18.529272519,2022-11-09,Felipe Santos,TO,4,cartao_credito,7,-9.46,-48.26
684346752ccfd5e865877904,Cama box,moveis,944.11,50.7972822255,2022-11-09,Felipe Santos,RN,5,cartao_credito,8,-5.81,-36.59
684346752ccfd5e865877907,Jogo de panelas,utilidades domesticas,288.83,16.0663407333,2022-11-09,Felipe Santos,RJ,5,cartao_credito,3,-22.25,-42.66
684346752ccfd5e865877908,Bola de basquete,esporte e lazer,79.22,1.8026657406,2022-11-09,Pedro Gomes,SP,3,boleto,1,-22.19,-48.79
684346752ccfd5e865877909,Corda de pular,esporte e lazer,11.23,1.9970790622,2022-11-09,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
684346752ccfd5e865877915,Xadrez de madeira,brinquedos,26.32,1.9325653439,2021-12-09,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
684346752ccfd5e86587791c,Ciência de dados com python,livros,75.13,4.5315510038,2022-12-09,Pedro Gomes,SC,4,cartao_credito,10,-27.45,-50.95
684346752ccfd5e86587791e,Assistente virtual,eletronicos,333.81,15.3588173311,2022-12-09,Bruno Rodrigues,SP,3,cartao_credito,4,-22.19,-48.79
684346752ccfd5e865877935,Fogão,eletrodomesticos,593.0,29.159905083,2023-01-10,Rafael Costa,BA,5,cartao_credito,6,-13.29,-41.71
684346752ccfd5e865877936,Lava louças,eletrodomesticos,2097.89,112.2374357251,2023-01-10,Mariana Ferreira,MG,5,cartao_credito,1,-18.1,-44.38
684346752ccfd5e865877939,Smart TV,eletronicos,2412.47,126.0412088827,2023-01-10,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
684346752ccfd5e86587793e,Celular Plus X42,eletronicos,1941.61,112.4792777183,2023-01-10,Bruno Rodrigues,SP,1,cartao_credito,1,-22.19,-48.79
684346752ccfd5e86587794a,Jogo de copos,utilidades domesticas,46.17,0.0,2021-02-10,Mariana Ferreira,MS,5,cartao_credito,10,-20.51,-54.54
684346752ccfd5e86587794c,Cômoda,moveis,386.81,18.1809078858,2021-02-10,Larissa Alves,RS,3,cartao_credito,1,-30.17,-53.5
684346752ccfd5e86587794f,Mesa de jantar,moveis,451.83,24.9470033879,2022-02-10,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
